hour,day_of_week,month,temperature,humidity,wind_speed,cloud_cover,precipitation,weather_description_Berawan,weather_description_Cerah,weather_description_Cerah Berawan,weather_description_Hujan Ringan,weather_description_Hujan Sedang
1.0817042264932892,1.0335224664318114,0.0,0.19875225875660607,0.14703341623446817,0.12872635472254632,0.6280424229961916,-0.29334795508145795,1.0,0.0,0.0,0.0,0.0
1.2283759860178032,1.0335224664318114,0.0,-0.15198702140211065,0.3742095099872949,0.12872635472254632,0.6280424229961916,-0.29334795508145795,1.0,0.0,0.0,0.0,0.0
1.375047745542317,1.0335224664318114,0.0,-0.15198702140211065,0.4499348745715705,-0.46286710527894337,0.6280424229961916,-0.29334795508145795,1.0,0.0,0.0,0.0,0.0
1.5217195050668306,1.0335224664318114,0.0,-0.5027263015608274,0.6013856037401217,-0.46286710527894337,0.6280424229961916,-0.29334795508145795,1.0,0.0,0.0,0.0,0.0
-0.23834160922733494,1.5142305903535844,0.0,1.2509700992327561,-1.7461006983724217,2.9223621380629137,-0.6475303402118707,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
0.20167366934620648,1.5142305903535844,0.0,1.601709379391473,-1.670375333788146,1.574843701392854,0.238284078682617,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
0.3483454288707203,1.5142305903535844,0.0,0.9002308190740395,-1.2917485108667681,1.574843701392854,0.20285150192683749,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
0.6416889479197478,1.5142305903535844,0.0,0.19875225875660607,-0.2315934066869098,-1.3173909919477618,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
0.7883607074442617,1.5142305903535844,0.0,-0.15198702140211065,-0.08014267751835862,-1.3173909919477618,0.6280424229961916,-0.36905065316699553,1.0,0.0,0.0,0.0,0.0
0.9350324669687755,1.5142305903535844,0.0,-0.5027263015608274,0.3742095099872949,-1.3173909919477618,0.6280424229961916,0.16086823343176726,1.0,0.0,0.0,0.0,0.0
1.0817042264932892,1.5142305903535844,0.0,-0.5027263015608274,0.7528363329086729,-0.331401891945279,0.6280424229961916,0.16086823343176726,1.0,0.0,0.0,0.0,0.0
1.2283759860178032,1.5142305903535844,0.0,-0.5027263015608274,0.7528363329086729,-0.23280298194503082,0.5571772694846326,-0.21764525699592044,1.0,0.0,0.0,0.0,0.0
1.375047745542317,1.5142305903535844,0.0,-0.8534655817195441,0.8285616974929485,-0.23280298194503082,-1.5333447591063585,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
1.5217195050668306,1.5142305903535844,0.0,-0.8534655817195441,0.9800124266614997,-0.9887279586136007,-0.4703674564329732,-0.36905065316699553,0.0,0.0,1.0,0.0,0.0
-1.8517309639969868,-1.3700181531770526,0.0,-1.2042048618782608,0.9042870620772241,-0.364268195278695,-0.7892606472349888,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-1.7050592044724728,-1.3700181531770526,0.0,-1.2042048618782608,0.9042870620772241,-0.364268195278695,-1.8168053731525946,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-1.558387444947959,-1.3700181531770526,0.0,-1.2042048618782608,0.9042870620772241,-0.29853558861186275,-1.1081538380370044,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-1.4117156854234454,-1.3700181531770526,0.0,-1.2042048618782608,0.9042870620772241,-0.29853558861186275,-1.8876705266641536,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-1.2650439258989314,-1.3700181531770526,0.0,-1.2042048618782608,0.9800124266614997,-0.29853558861186275,-1.852237949908374,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-1.1183721663744177,-1.3700181531770526,0.0,-1.2042048618782608,0.9800124266614997,-0.29853558861186275,-2.0648334104430512,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
-0.9717004068499039,-1.3700181531770526,0.0,-0.5027263015608274,0.7528363329086729,-0.29853558861186275,-2.454591754756626,-0.36905065316699553,0.0,1.0,0.0,0.0,0.0
